2019-12-23 00:27:13,934,2019-12-22_23_27_13,INFO,rs,1948692672,__main__,population_size,12,x_y_limits,400,z_sigma,5,sample_point_distance,350 Meters,selection_pressure,0.3,pc,0.6,pm,0.35,aimed_point_factor,1,n_crossover,3,mutation_max_disturbance_distance,120,mutation_group_size,5,percentage_inserted_and_deleted,0.35,percentage_disturbed,0.35
2019-12-23 01:00:16,900,2019-12-22_23_27_13,INFO,0,threedpoints_1577056764__0,262.628700211518,threedpoints_1577056764__0,24.691046057030682,threedpoints_1577056603__0,4.114659669091772,800319721.257983,[[307.182160931361, 53.26165115029723, 4.123146664835661], [363.9690954747757, 67.94265293871379, 4.114659669091772], [262.628700211518, 24.691046057030682, 4.38692040342551], [264.600812654278, 28.427043766906024, 4.124654031335508]]
2019-12-23 01:43:41,717,2019-12-22_23_27_13,INFO,1,threedpoints_1577055533__1,242.73271630179067,threedpoints_1577055533__1,18.43272004555879,threedpoints_1577056453__1,3.9933734075208847,7.36090823269889,[[264.600812654278, 28.427043766906024, 4.124654031335508], [353.0293564077518, 68.29691670680572, 3.9933734075208847], [256.3874368872581, 31.86793061106537, 4.084233957938132], [242.73271630179067, 18.43272004555879, 4.312479379327975]]
2019-12-23 02:36:09,287,2019-12-22_23_27_13,INFO,2,threedpoints_1577055041__2,233.80549591752006,threedpoints_1577055041__2,17.084343805078987,threedpoints_1577056453__1,3.9933734075208847,-3.396314361356687,[[353.0293564077518, 68.29691670680572, 3.9933734075208847], [255.10994554280944, 26.908638468234876, 4.044231678234696], [233.80549591752006, 17.084343805078987, 4.069901259843394]]
2019-12-23 03:44:06,440,2019-12-22_23_27_13,INFO,3,threedpoints_1577056938__3,233.39402522353552,threedpoints_1577056938__3,12.890261322365843,threedpoints_1577056453__1,3.9933734075208847,593532974.635145,[[353.0293564077518, 68.29691670680572, 3.9933734075208847], [233.80549591752006, 17.084343805078987, 4.069901259843394], [243.07710829391627, 17.289303641508674, 4.018464492337192], [233.39402522353552, 12.890261322365843, 4.5374126038977165], [239.69227066617762, 21.752801492253226, 4.020359860044378], [353.0293564077518, 68.29691670680572, 3.9933734075208847], [353.0293564077518, 68.29691670680572, 3.9933734075208847]]
