2019-12-22 16:21:07,814,2019-12-22_15_21_07,INFO,rs,1948692672,__main__,population_size,"10
",x_y_limits,400,z_sigma,5,sample_point_distance,350 Meters,selection_pressure,0.333333,pc,0.5,pm,0.3,aimed_point_factor,1,n_crossover,3,mutation_max_disturbance_distance,120,mutation_group_size,5,percentage_inserted_and_deleted,0.3,percentage_disturbed,0.3
2019-12-22 16:27:16,341,2019-12-22_15_21_07,INFO,0,threedpoints_1577027606__0,282.2901266473453,threedpoints_1577027981__0,27.926173968860155,threedpoints_1577027981,4.2185887337073416,-4.531064785763874,[[304.5110895976978,48.63995690751308,4.350378476220595],[380.55302624173487,73.9661398859237,4.2185887337073416],[282.2901266473453,40.4323096069275,4.521622314114759],[289.10045747723984,45.92206360560981,4.485021946350128],[320.2543734403301,34.12975557605741,4.2347014281826985],[294.3271575632507,27.926173968860155,4.427401714432143]],,,
2019-12-22 16:34:07,673,2019-12-22_15_21_07,INFO,1,threedpoints_1577027981__1,261.04232618054806,threedpoints_1577027981__0,27.926173968860155,threedpoints_1577027981__1,4.2935130490422155,-0.9170605327584553,[[261.04232618054806,30.76701865183065,4.2935130490422155]],,,,,,,,,,,,,,,,,,
2019-12-22 16:43:42,883,2019-12-22_15_21_07,INFO,2,threedpoints_1577027981__2,261.8431128773947,threedpoints_1577027981__0,27.926173968860155,threedpoints_1577027981__2,4.273417301409471,800319728.9997593,[[294.3271575632507,27.926173968860155,4.427401714432143],[289.330689148063,33.75517918662919,4.273417301409471],[261.8431128773947,35.65907563882317,4.2736680731789685]],,,,,,,,,,,,
2019-12-22 16:52:06,495,2019-12-22_15_21_07,INFO,3,threedpoints_1577027981__3,254.9525594882675,threedpoints_1577027981__3,26.362806984266847,threedpoints_1577027981__3,4.2416506553765565,1.3898677702631375,[[278.8834017276967,26.362806984266847,4.44155630743112],[254.9525594882675,28.784557470141195,4.2416506553765565]],,,,,,,,,,,,,,,
