2020-01-21 22:26:07,865,2020-01-21_21_26_07,INFO,rs,1977331904,__main__,population_size,8,x_y_limits,150,z_sigma,5,sample_point_distance,200 Meters,selection_pressure,0.25,pc,0.9,pm,0.5,aimed_point_factor,2,n_crossover,4,mutation_max_disturbance_distance,120,mutation_group_size,7,percentage_inserted_and_deleted,0.25,percentage_disturbed,0.2
2020-01-21 23:06:42,364,2020-01-21_21_26_07,INFO,0,threedpoints_1579641033__0,241.73460761253034,threedpoints_1579641033__0,11.34438649730437,threedpoints_1579639545__0,3.9337730131384556,-0.7927910834144996,[['threedpoints_1579639545__0', [260.50625184174004, 32.29604354397975, 3.9337730131384556]], ['threedpoints_1579639927__0', [255.15865995737425, 26.850858341696444, 4.1976393730276635]], ['threedpoints_1579641033__0', [241.73460761253034, 11.34438649730437, 4.203217309206934]], ['threedpoints_1579641804__0', [259.931399199438, 31.2413934756944, 4.172608265416492]]]
2020-01-21 23:40:37,423,2020-01-21_21_26_07,INFO,1,threedpoints_1579639545__1,228.4771167079376,threedpoints_1579641033__0,11.34438649730437,threedpoints_1579640183__1,3.89717845507,710213319.0035592,[['threedpoints_1579639545__1', [228.4771167079376, 6.407143685851932, 4.153399056764447]], ['threedpoints_1579640183__1', [230.89541900824548, 6.804419308426892, 3.89717845507]]]
