2020-04-27 14:18:35,710,2020-04-27_12_18_35,INFO,rs,1905766592,__main__,population_size,16,x_y_limits,900,z_sigma,5,sample_point_distance,400 Meters,selection_pressure,0.4,pc,0.9,pm,0.5,aimed_point_factor,2,n_crossover,4,mutation_max_disturbance_distance,200,mutation_group_size,3,percentage_inserted_and_deleted,0.25,percentage_disturbed,0.2
2020-04-27 17:13:40,066,2020-04-27_12_18_35,INFO,0,threedpoints_1587971816__0,152.04834034358743,threedpoints_1587971816__0,22.462687271787974,threedpoints_1587974816__0,6.773629162205698,519822908.940605,[['threedpoints_1587976739', [159.12221734092049, 25.59078451788193, 7.5720520045675554]], ['threedpoints_1587971176__0', [179.53717162710174, 33.73290967338894, 7.014037314741318]], ['threedpoints_1587971816__0', [152.04834034358743, 22.462687271787974, 7.9036594878646325]], ['threedpoints_1587972274__0', [167.22554337357883, 30.05761733631177, 7.171814787172748]], ['threedpoints_1587972531__0', [156.2135205643673, 23.75026056268899, 7.759012856288801]], ['threedpoints_1587973274__0', [155.3631272169963, 24.488215778527398, 7.76474495192743]], ['threedpoints_1587974816__0', [291.8737678065406, 60.92932078773954, 6.773629162205698]], ['threedpoints_1587975384__0', [232.245934051639, 43.34397125318146, 6.973405818743874]], ['threedpoints_1587977386__0', [251.35768235045063, 54.54668523645433, 6.785796972309374]], ['threedpoints_1587983272__0', [246.7464934261167, 53.878295789511455, 6.794580401073361]], ['threedpoints_1587987705__0', [166.8869393961533, 30.11228393154985, 7.0648829178398325]]]
