320,0629019;41,81636345;4,268135514;1;1;0,806329291;0,710891246
269,9797983;21,86428219;4,297623979;1;0,31654994;0,126127692;0,752392249
304,2378517;46,90148842;4,129885344;1;0,784046301;0,979690159;0,516322943
320,0629019;41,81636345;4,268135514;2;1;0,806329291;0,710891246
269,9797983;21,86428219;4,297623979;2;0,31654994;0,126127692;0,752392249
302,7528803;46,6244734;4,11329164;2;0,763781905;0,970246229;0,492969562
264,3904077;40,28842805;4,44833873;2;0,240275328;0,754239281;0,964502754
288,1566879;46,48402476;4,199187885;2;0,564597593;0,965458088;0,61385684
284,6047104;44,85122972;4,25384247;2;0,516126171;0,909793228;0,690775732
269,979798268501;21,86428219;4,297623979;3;0,31654994;0,126127692;0,752392249
302,7528803;46,6244734;4,11329164;3;0,763781905;0,970246229;0,492969562
253,430493;22,30018991;4,323965889;3;0,090712825;0,140988554;0,789464903
271,2047434;26,99441908;4,174306142;3;0,333265933;0,301023096;0,578839172
287,6671186;35,95981553;4,136029362;3;0,557916774;0,606669255;0,524969811
269,9797983;21,86428219;4,297623979;4;0,31654994;0,126127692;0,752392249
253,430493;22,30018991;4,323965889;4;0,090712825;0,140988554;0,789464903
271,2047434;26,99441908;4,174306142;4;0,333265933;0,301023096;0,578839172
287,6671186;35,95981553;4,136029362;4;0,557916774;0,606669255;0,524969811
254,3793832;22,1118716;4,377975379;4;0,103661683;0,134568451;0,865475911
280,5433703;42,2813081;3,975988012;4;0,460703824;0,822180073;0,299733388
285,3470749;41,94199472;4,028127367;4;0,526256715;0,810612282;0,373112436
269,9797983;21,86428219;4,297623979;4;0,31654994;0,126127692;0,752392249
269,9797983;21,86428219;4,297623979;4;0,31654994;0,126127692;0,752392249
267,1874624;24,55186842;4,176335082;4;0,278444831;0,217752241;0,581694629
269,9797983;21,86428219;4,297623979;5;0,31654994;0,126127692;0,752392249
253,430493;22,30018991;4,323965889;5;0,090712825;0,140988554;0,789464903
271,2047434;26,99441908;4,174306142;5;0,333265933;0,301023096;0,578839172
287,6671186;35,95981553;4,136029362;5;0,557916774;0,606669255;0,524969811
280,5433703;42,2813081;3,975988012;5;0,460703824;0,822180073;0,299733388
267,1874624;24,55186842;4,176335082;5;0,278444831;0,217752241;0,581694629
277,4345965;41,71198482;4,003637529;5;0,418280503;0,802770839;0,338646321
269,3762654;23,7754498;4,309374257;5;0,308313938;0,191282762;0,768929166
254,3793832;22,1118716;4,377975379;5;0,103661683;0,134568451;0,865475911
296,1896008;47,49722885;3,955542379;5;0,674217294;1;0,27095894
253,430493;22,30018991;4,323965889;6;0,090712825;0,140988554;0,789464903
280,5433703;42,2813081;3,975988012;6;0,460703824;0,822180073;0,299733388
277,4345965;41,71198482;4,003637529;6;0,418280503;0,802770839;0,338646321
296,1896008;47,49722885;3,955542379;6;0,674217294;1;0,27095894
257,0413572;21,3726551;4,473561237;6;0,139987832;0,109367258;1
262,7082838;31,51255549;4,055383412;6;0,217320527;0,455054325;0,411471611
268,5249497;19,67473039;4,418432991;6;0,296696612;0,051482014;0,922414495
270,4864707;27,2395335;4,124466985;6;0,323464155;0,309379478;0,50869734
249,9791634;27,27741167;4,271994362;6;0,043614875;0,310670812;0,71632205
263,8664022;22,95520619;4,141789711;6;0,233124581;0,163319213;0,53307672
253,430493;22,30018991;4,323965889;7;0,090712825;0,140988554;0,789464903
277,4345965;41,71198482;4,003637529;7;0,418280503;0,802770839;0,338646321
296,1896008;47,49722885;3,955542379;7;0,674217294;1;0,27095894
262,7082838;31,51255549;4,055383412;7;0,217320527;0,455054325;0,411471611
268,5249497;19,67473039;4,418432991;7;0,296696612;0,051482014;0,922414495
270,4864707;27,2395335;4,124466985;7;0,323464155;0,309379478;0,50869734
249,9791634;27,27741167;4,271994362;7;0,043614875;0,310670812;0,71632205
263,8664022;22,95520619;4,141789711;7;0,233124581;0,163319213;0,53307672
281,1143457;38,58576834;4,029020586;7;0,468495538;0,696192612;0,37436952
